0.00000000 0.00000000
0.00500000 0.00000000
0.01000000 0.00000000
0.01500000 0.00000000
0.02000000 0.00000000
0.02500000 0.00000000
0.03000000 0.00000000
0.03500000 0.00000000
0.04000000 0.00000000
0.04500000 0.00000000
0.05000000 0.00000000
0.05500000 0.00000000
0.06000000 0.00000000
0.06500000 0.00000000
0.07000000 0.00000000
0.07500000 0.00000000
0.08000000 0.00000000
0.08500000 0.00000000
0.09000000 0.00000000
0.09500000 0.00000000
0.10000000 0.00000000
0.10500000 0.00000000
0.11000000 0.00000000
0.11500000 0.00000000
0.12000000 0.00000000
0.12500000 0.00000000
0.13000000 0.00000000
0.13500000 0.00000000
0.14000000 0.00000000
0.14500000 0.00000000
0.15000000 0.00000000
0.15500000 0.00000000
0.16000000 0.00000000
0.16500000 0.00000000
0.17000000 0.00000000
0.17500000 0.00000000
0.18000000 0.00000000
0.18500000 0.00000000
0.19000000 0.00000000
0.19500000 0.00000000
0.20000000 0.00000000
0.20500000 0.00000000
0.21000000 0.00000000
0.21500000 0.00000000
0.22000000 0.01785075
0.22500000 0.04185791
0.23000000 0.05589193
0.23500000 0.06639811
0.24000000 0.07532552
0.24500000 0.08341471
0.25000000 0.09099121
0.25500000 0.09819743
0.26000000 0.10516764
0.26500000 0.11210124
0.27000000 0.11881104
0.27500000 0.12550863
0.28000000 0.13218587
0.28500000 0.13885498
0.29000000 0.14538574
0.29500000 0.15201823
0.30000000 0.15867920
0.30500000 0.16534017
0.31000000 0.17206217
0.31500000 0.17880452
0.32000000 0.18561198
0.32500000 0.19240316
0.33000000 0.19933675
0.33500000 0.20632324
0.34000000 0.21332601
0.34500000 0.22043457
0.35000000 0.22762044
0.35500000 0.23493245
0.36000000 0.24231771
0.36500000 0.24970703
0.37000000 0.25728760
0.37500000 0.26488851
0.38000000 0.27270915
0.38500000 0.28048096
0.39000000 0.28837077
0.39500000 0.29654948
0.40000000 0.30465902
0.40500000 0.31299642
0.41000000 0.32137451
0.41500000 0.32990723
0.42000000 0.33861491
0.42500000 0.34744059
0.43000000 0.35643311
0.43500000 0.36554769
0.44000000 0.37475586
0.44500000 0.38416748
0.45000000 0.39370117
0.45500000 0.40342204
0.46000000 0.41332601
0.46500000 0.42351074
0.47000000 0.43371175
0.47500000 0.44419352
0.48000000 0.45483398
0.48500000 0.46566976
0.49000000 0.47672119
0.49500000 0.48801676
0.50000000 0.49941813
0.50500000 0.51098226
